RAW_METAR,STATION,DATETIME,WIND_DIR,WIND_SPEED,WIND_GUST,VISIBILITY,CLOUDS,TEMPERATURE,DEWPOINT,PRESSURE_QNH,WX1_INT,WX1_DESC,WX1_PHEN,WX2_INT,WX2_DESC,WX2_PHEN,WX3_INT,WX3_DESC,WX3_PHEN
202512062230 METAR VEPT 062230Z 00000KT 1800 BR FEW100 12/08 Q1017 NOSIG=,VEPT,06-12-2025 22:30,000,00,,1800 m,FEW100,12,8,1017,,,BR,,,,,,
202512062300 METAR VEPT 062300Z 00000KT 1800 BR FEW100 12/08 Q1017 NOSIG=,VEPT,06-12-2025 23:00,000,00,,1800 m,FEW100,12,8,1017,,,BR,,,,,,
202512062330 METAR VEPT 062330Z 24004KT 1600 BR FEW100 12/08 Q1017 BECMG 1500 BR=,VEPT,06-12-2025 23:30,240,04,,1600 m,FEW100,12,8,1017,,,BR,,,BR,,,
202512070000 METAR VEPT 070000Z 25004KT 1600 BR FEW100 12/08 Q1017 NOSIG=,VEPT,07-12-2025 00:00,250,04,,1600 m,FEW100,12,8,1017,,,BR,,,,,,
202512070030 METAR VEPT 070030Z 22006KT 1600 BR FEW100 12/08 Q1018 NOSIG=,VEPT,07-12-2025 00:30,220,06,,1600 m,FEW100,12,8,1018,,,BR,,,,,,
202512070100 METAR VEPT 070100Z 22005KT 1300 R25/2000 R07/2000 BR FEW100 11/08 Q1018 NOSIG=,VEPT,07-12-2025 01:00,220,05,,1300 m,FEW100,11,8,1018,,,BR,,,,,,
202512070130 METAR VEPT 070130Z 23005KT 1200 R25/2000 R07/2000 MIFG FEW100 12/08 Q1019 NOSIG=,VEPT,07-12-2025 01:30,230,05,,1200 m,FEW100,12,8,1019,,MI,FG,,,,,,
202512070200 METAR VEPT 070200Z 24003KT 1300 R25/1800 R07/1900 BR FEW100 13/09 Q10 19 NOSIG=,VEPT,07-12-2025 02:00,240,03,,1300 m,FEW100,13,9,,,,BR,,,,,,
202512070230 METAR VEPT 070230Z 23004KT 1400 R25/2000 R07/2000 BR FEW100 14/09 Q1019 BECMG 1500 HZ=,VEPT,07-12-2025 02:30,230,04,,1400 m,FEW100,14,9,1019,,,BR,,,HZ,,,
202512070300 METAR VEPT 070300Z 25005KT 1500 R25/1900 R07/1900 HZ FEW100 15/09 Q10 20 NOSIG=,VEPT,07-12-2025 03:00,250,05,,1500 m,FEW100,15,9,,,,HZ,,,,,,
202512070330 METAR VEPT 070330Z 25007KT 1600 HZ NSC 16/10 Q1020 NOSIG=,VEPT,07-12-2025 03:30,250,07,,1600 m,,16,10,1020,,,HZ,,,,,,
202512070400 METAR VEPT 070400Z 24006KT 1600 HZ NSC 17/10 Q1020 NOSIG=,VEPT,07-12-2025 04:00,240,06,,1600 m,,17,10,1020,,,HZ,,,,,,
202512070430 METAR VEPT 070430Z 27006KT 1800 HZ NSC 18/10 Q1020 NOSIG=,VEPT,07-12-2025 04:30,270,06,,1800 m,,18,10,1020,,,HZ,,,,,,
202512070500 METAR VEPT 070500Z 24005KT 2000 HZ NSC 19/11 Q1020 NOSIG=,VEPT,07-12-2025 05:00,240,05,,2000 m,,19,11,1020,,,HZ,,,,,,
202512070530 METAR VEPT 070530Z 25006KT 2000 HZ NSC 20/11 Q1019 NOSIG=,VEPT,07-12-2025 05:30,250,06,,2000 m,,20,11,1019,,,HZ,,,,,,
202512070600 METAR COR VEPT 070600Z 25005KT 2000 HZ FEW100 21/11 Q1019 NOSIG=,VEPT,07-12-2025 06:00,250,05,,2000 m,FEW100,21,11,1019,,,HZ,,,,,,
202512070630 METAR VEPT 070630Z 26006KT 2200 HZ FEW100 22/11 Q1018 NOSIG=,VEPT,07-12-2025 06:30,260,06,,2200 m,FEW100,22,11,1018,,,HZ,,,,,,
202512070700 METAR VEPT 070700Z 28005KT 2200 HZ FEW100 23/11 Q1018 NOSIG=,VEPT,07-12-2025 07:00,280,05,,2200 m,FEW100,23,11,1018,,,HZ,,,,,,
202512070730 METAR VEPT 070730Z 28006KT 2200 HZ NSC 23/10 Q1017 NOSIG=,VEPT,07-12-2025 07:30,280,06,,2200 m,,23,10,1017,,,HZ,,,,,,
202512070800 METAR VEPT 070800Z 28006KT 2200 HZ NSC 24/11 Q1017 NOSIG=,VEPT,07-12-2025 08:00,280,06,,2200 m,,24,11,1017,,,HZ,,,,,,
202512070830 METAR VEPT 070830Z 25008KT 2200 HZ NSC 24/10 Q1016 NOSIG=,VEPT,07-12-2025 08:30,250,08,,2200 m,,24,10,1016,,,HZ,,,,,,
202512070900 METAR VEPT 070900Z 26007KT 2500 HZ NSC 24/08 Q1016 NOSIG=,VEPT,07-12-2025 09:00,260,07,,2500 m,,24,8,1016,,,HZ,,,,,,
202512070930 METAR VEPT 070930Z 28005KT 2500 HZ NSC 23/09 Q1015 NOSIG=,VEPT,07-12-2025 09:30,280,05,,2500 m,,23,9,1015,,,HZ,,,,,,
202512071000 METAR VEPT 071000Z 27005KT 2500 HZ NSC 23/10 Q1015 NOSIG=,VEPT,07-12-2025 10:00,270,05,,2500 m,,23,10,1015,,,HZ,,,,,,
202512071030 METAR VEPT 071030Z 27004KT 2500 HZ NSC 22/11 Q1015 NOSIG=,VEPT,07-12-2025 10:30,270,04,,2500 m,,22,11,1015,,,HZ,,,,,,
202512071100 METAR VEPT 071100Z 27004KT 2500 HZ NSC 21/11 Q1015 NOSIG=,VEPT,07-12-2025 11:00,270,04,,2500 m,,21,11,1015,,,HZ,,,,,,
202512071130 METAR VEPT 071130Z 00000KT 2800 HZ NSC 19/12 Q1015 NOSIG=,VEPT,07-12-2025 11:30,000,00,,2800 m,,19,12,1015,,,HZ,,,,,,
202512071200 METAR VEPT 071200Z 00000KT 2800 HZ NSC 17/12 Q1016 NOSIG=,VEPT,07-12-2025 12:00,000,00,,2800 m,,17,12,1016,,,HZ,,,,,,
202512071230 METAR VEPT 071230Z 00000KT 2800 HZ NSC 17/12 Q1016 NOSIG=,VEPT,07-12-2025 12:30,000,00,,2800 m,,17,12,1016,,,HZ,,,,,,
202512071300 METAR VEPT 071300Z 00000KT 2500 BR NSC 16/13 Q1016 NOSIG=,VEPT,07-12-2025 13:00,000,00,,2500 m,,16,13,1016,,,BR,,,,,,
202512071330 METAR VEPT 071330Z 00000KT 2500 BR NSC 16/13 Q1016 NOSIG=,VEPT,07-12-2025 13:30,000,00,,2500 m,,16,13,1016,,,BR,,,,,,
202512071400 METAR VEPT 071400Z 00000KT 2500 BR NSC 16/13 Q1016 NOSIG=,VEPT,07-12-2025 14:00,000,00,,2500 m,,16,13,1016,,,BR,,,,,,
202512071430 METAR VEPT 071430Z 00000KT 2500 BR NSC 16/13 Q1016 NOSIG=,VEPT,07-12-2025 14:30,000,00,,2500 m,,16,13,1016,,,BR,,,,,,
202512071500 METAR VEPT 071500Z 00000KT 2500 BR NSC 17/12 Q1017 NOSIG=,VEPT,07-12-2025 15:00,000,00,,2500 m,,17,12,1017,,,BR,,,,,,
202512071530 METAR VEPT 071530Z 00000KT 2000 BR NSC 16/12 Q1017 NOSIG=,VEPT,07-12-2025 15:30,000,00,,2000 m,,16,12,1017,,,BR,,,,,,
202512071600 METAR VEPT 071600Z 00000KT 1800 BR NSC 15/13 Q1017 NOSIG=,VEPT,07-12-2025 16:00,000,00,,1800 m,,15,13,1017,,,BR,,,,,,
202512071630 METAR VEPT 071630Z 00000KT 1800 BR NSC 15/12 Q1017 NOSIG=,VEPT,07-12-2025 16:30,000,00,,1800 m,,15,12,1017,,,BR,,,,,,
202512071700 METAR VEPT 071700Z 00000KT 1800 BR NSC 17/12 Q1017 NOSIG=,VEPT,07-12-2025 17:00,000,00,,1800 m,,17,12,1017,,,BR,,,,,,
202512071730 METAR VEPT 071730Z 00000KT 1800 BR NSC 15/12 Q1017 NOSIG=,VEPT,07-12-2025 17:30,000,00,,1800 m,,15,12,1017,,,BR,,,,,,
202512071800 METAR VEPT 071800Z 00000KT 1800 BR NSC 15/12 Q1017 NOSIG=,VEPT,07-12-2025 18:00,000,00,,1800 m,,15,12,1017,,,BR,,,,,,
202512071830 METAR VEPT 071830Z 00000KT 1800 BR NSC 14/12 Q1017 NOSIG=,VEPT,07-12-2025 18:30,000,00,,1800 m,,14,12,1017,,,BR,,,,,,
202512071900 METAR VEPT 071900Z 00000KT 1600 BR NSC 14/12 Q1017 NOSIG=,VEPT,07-12-2025 19:00,000,00,,1600 m,,14,12,1017,,,BR,,,,,,
202512071930 METAR VEPT 071930Z 00000KT 1600 BR NSC 13/12 Q1016 NOSIG=,VEPT,07-12-2025 19:30,000,00,,1600 m,,13,12,1016,,,BR,,,,,,
202512072000 METAR VEPT 072000Z 00000KT 1600 BR NSC 13/12 Q1016 NOSIG=,VEPT,07-12-2025 20:00,000,00,,1600 m,,13,12,1016,,,BR,,,,,,
202512072030 METAR VEPT 072030Z 00000KT 1600 BR NSC 13/12 Q1016 NOSIG=,VEPT,07-12-2025 20:30,000,00,,1600 m,,13,12,1016,,,BR,,,,,,
202512072100 METAR VEPT 072100Z 00000KT 1600 BR NSC 13/12 Q1016 NOSIG=,VEPT,07-12-2025 21:00,000,00,,1600 m,,13,12,1016,,,BR,,,,,,
202512072130 METAR VEPT 072130Z 00000KT 1600 BR NSC 13/11 Q1016 NOSIG=,VEPT,07-12-2025 21:30,000,00,,1600 m,,13,11,1016,,,BR,,,,,,
202512072200 METAR VEPT 072200Z 00000KT 1600 BR NSC 13/11 Q1016 NOSIG=,VEPT,07-12-2025 22:00,000,00,,1600 m,,13,11,1016,,,BR,,,,,,
202512072230 METAR VEPT 072230Z 25005KT 1600 BR NSC 13/11 Q1016 NOSIG=,VEPT,07-12-2025 22:30,250,05,,1600 m,,13,11,1016,,,BR,,,,,,
202512072300 METAR VEPT 072300Z 25004KT 1600 BR NSC 14/11 Q1016 BECMG 1500 BR=,VEPT,07-12-2025 23:00,250,04,,1600 m,,14,11,1016,,,BR,,,BR,,,
202512072330 METAR VEPT 072330Z 24004KT 1400 R25/1500 R07/1600 BR NSC 13/10 Q1016 NOSIG=,VEPT,07-12-2025 23:30,240,04,,1400 m,,13,10,1016,,,BR,,,,,,
202512080000 METAR VEPT 080000Z 25005KT 1400 R25/1600 R07/1600 BR NSC 13/11 Q1016 NOSIG=,VEPT,08-12-2025 00:00,250,05,,1400 m,,13,11,1016,,,BR,,,,,,
202512080030 METAR VEPT 080030Z 25005KT 1300 R25/1500 R07/1500 BR NSC 13/11 Q1016 NOSIG=,VEPT,08-12-2025 00:30,250,05,,1300 m,,13,11,1016,,,BR,,,,,,
202512080100 METAR COR VEPT 080100Z 25003KT 1100 R25/1600 R07/1700 MIFG NSC 12/10 Q1017 BECMG 0800 FG=,VEPT,08-12-2025 01:00,250,03,,1100 m,,12,10,1017,,MI,FG,,,FG,,,
202512080130 METAR VEPT 080130Z 25004KT 1000 R25/1200 R07/1400 MIFG NSC 12/10 Q101 7 NOSIG=,VEPT,08-12-2025 01:30,250,04,,1000 m,,12,10,,,MI,FG,,,,,,
202512080200 METAR VEPT 080200Z 25004KT 0900 R25/1200 R07/1200 MIFG NSC 13/12 Q101 8 NOSIG=,VEPT,08-12-2025 02:00,250,04,,0900 m,,13,12,,,MI,FG,,,,,,
202512080230 METAR VEPT 080230Z 25005KT 0800 R25/1200 R07/1200 FG NSC 14/13 Q1018 NOSIG=,VEPT,08-12-2025 02:30,250,05,,0800 m,,14,13,1018,,,FG,,,,,,
202512080300 METAR VEPT 080300Z 25005KT 0800 R25/1200 R07/1200 FG NSC 15/13 Q1019 NOSIG=,VEPT,08-12-2025 03:00,250,05,,0800 m,,15,13,1019,,,FG,,,,,,
202512080330 METAR VEPT 080330Z 28004KT 0800 R25/1400 R07/1300 FG NSC 16/13 Q1019 NOSIG=,VEPT,08-12-2025 03:30,280,04,,0800 m,,16,13,1019,,,FG,,,,,,
202512080400 METAR VEPT 080400Z 26004KT 0800 R25/1400 R07/1300 FG NSC 17/13 Q1019 NOSIG=,VEPT,08-12-2025 04:00,260,04,,0800 m,,17,13,1019,,,FG,,,,,,
202512080430 METAR VEPT 080430Z 24004KT 0900 R25/1400 R07/1300 FG NSC 18/13 Q1019 NOSIG=,VEPT,08-12-2025 04:30,240,04,,0900 m,,18,13,1019,,,FG,,,,,,
202512080500 METAR VEPT 080500Z 25003KT 1000 R25/1400 R07/1300 MIFG NSC 19/13 Q1019 NOSIG=,VEPT,08-12-2025 05:00,250,03,,1000 m,,19,13,1019,,MI,FG,,,,,,
202512080530 METAR VEPT 080530Z 30002KT 1000 R25/1400 R07/1300 MIFG NSC 20/13 Q1018 NOSIG=,VEPT,08-12-2025 05:30,300,02,,1000 m,,20,13,1018,,MI,FG,,,,,,
202512080600 METAR VEPT 080600Z 30004KT 1000 R25/1400 R07/1400 MIFG NSC 20/13 Q1018 NOSIG=,VEPT,08-12-2025 06:00,300,04,,1000 m,,20,13,1018,,MI,FG,,,,,,
202512080630 METAR VEPT 080630Z 28004KT 1000 R25/1600 R07/1500 MIFG NSC 21/14 Q1017 NOSIG=,VEPT,08-12-2025 06:30,280,04,,1000 m,,21,14,1017,,MI,FG,,,,,,
202512080700 METAR VEPT 080700Z 26004KT 1100 R25/1700 R07/1500 MIFG NSC 22/14 Q1017 NOSIG=,VEPT,08-12-2025 07:00,260,04,,1100 m,,22,14,1017,,MI,FG,,,,,,
202512080730 METAR VEPT 080730Z 23004KT 1100 R25/1700 R07/1500 MIFG NSC 22/14 Q1016 NOSIG=,VEPT,08-12-2025 07:30,230,04,,1100 m,,22,14,1016,,MI,FG,,,,,,
202512080800 METAR VEPT 080800Z 29006KT 1200 R25/1800 R07/1600 MIFG NSC 22/14 Q101 6 NOSIG=,VEPT,08-12-2025 08:00,290,06,,1200 m,,22,14,,,MI,FG,,,,,,
202512080830 METAR VEPT 080830Z 26006KT 1300 R25/1900 R07/1700 FU NSC 23/14 Q1015 BECMG 1500 FU=,VEPT,08-12-2025 08:30,260,06,,1300 m,,23,14,1015,,,FU,,,FU,,,
202512080900 METAR VEPT 080900Z 28004KT 1400 R25/2000 R07/1800 FU NSC 23/13 Q1015 NOSIG=,VEPT,08-12-2025 09:00,280,04,,1400 m,,23,13,1015,,,FU,,,,,,
202512080930 METAR VEPT 080930Z 27004KT 1500 R25/2000 R07/1900 FU NSC 23/13 Q1015 NOSIG=,VEPT,08-12-2025 09:30,270,04,,1500 m,,23,13,1015,,,FU,,,,,,
202512081000 METAR VEPT 081000Z 27003KT 1500 R25/2000 R07/2000 FU NSC 22/13 Q1015 NOSIG=,VEPT,08-12-2025 10:00,270,03,,1500 m,,22,13,1015,,,FU,,,,,,
202512081030 METAR VEPT 081030Z 27003KT 1500 R25/2000 R07/2000 FU NSC 22/14 Q1015 NOSIG=,VEPT,08-12-2025 10:30,270,03,,1500 m,,22,14,1015,,,FU,,,,,,
202512081100 METAR VEPT 081100Z 27003KT 1500 R25/2000 R07/2000 FU NSC 21/15 Q1015 NOSIG=,VEPT,08-12-2025 11:00,270,03,,1500 m,,21,15,1015,,,FU,,,,,,
202512081130 METAR VEPT 081130Z 00000KT 1600 FU NSC 20/15 Q1015 NOSIG=,VEPT,08-12-2025 11:30,000,00,,1600 m,,20,15,1015,,,FU,,,,,,
202512081200 METAR VEPT 081200Z 00000KT 1600 BR NSC 19/15 Q1015 BECMG 1500 BR=,VEPT,08-12-2025 12:00,000,00,,1600 m,,19,15,1015,,,BR,,,BR,,,
202512081230 METAR VEPT 081230Z 00000KT 1600 BR NSC 18/15 Q1016 NOSIG=,VEPT,08-12-2025 12:30,000,00,,1600 m,,18,15,1016,,,BR,,,,,,
202512081300 METAR VEPT 081300Z 00000KT 1500 R25/2000 R07/1800 BR NSC 18/15 Q1016 NOSIG=,VEPT,08-12-2025 13:00,000,00,,1500 m,,18,15,1016,,,BR,,,,,,
202512081330 METAR VEPT 081330Z 00000KT 1400 R25/2000 R07/1700 BR NSC 17/14 Q1016 NOSIG=,VEPT,08-12-2025 13:30,000,00,,1400 m,,17,14,1016,,,BR,,,,,,
202512081400 METAR VEPT 081400Z 00000KT 1400 R25/1800 R07/1400 BR NSC 16/14 Q1016 NOSIG=,VEPT,08-12-2025 14:00,000,00,,1400 m,,16,14,1016,,,BR,,,,,,
202512081430 METAR VEPT 081430Z 00000KT 1200 R25/1300 R07/1300 BR NSC 16/14 Q1017 NOSIG=,VEPT,08-12-2025 14:30,000,00,,1200 m,,16,14,1017,,,BR,,,,,,
202512081500 METAR VEPT 081500Z 00000KT 1200 R25/1700 R07/1300 BR NSC 17/14 Q1017 NOSIG=,VEPT,08-12-2025 15:00,000,00,,1200 m,,17,14,1017,,,BR,,,,,,
202512081530 METAR VEPT 081530Z 00000KT 1100 R25/1200 R07/1100 BR NSC 15/14 Q1017 NOSIG=,VEPT,08-12-2025 15:30,000,00,,1100 m,,15,14,1017,,,BR,,,,,,
202512081600 METAR VEPT 081600Z 00000KT 1100 R25/1500 R07/1200 BR NSC 15/14 Q1017 NOSIG=,VEPT,08-12-2025 16:00,000,00,,1100 m,,15,14,1017,,,BR,,,,,,
202512081630 METAR VEPT 081630Z 00000KT 0900 R25/0900 R07/1100 FG NSC 15/14 Q1017 NOSIG=,VEPT,08-12-2025 16:30,000,00,,0900 m,,15,14,1017,,,FG,,,,,,
202512081700 METAR VEPT 081700Z 00000KT 0900 R25/1200 R07/1000 FG NSC 15/14 Q1017 NOSIG=,VEPT,08-12-2025 17:00,000,00,,0900 m,,15,14,1017,,,FG,,,,,,
202512081730 METAR VEPT 081730Z 00000KT 0900 R25/1200 R07/1400 FG NSC 15/14 Q1017 NOSIG=,VEPT,08-12-2025 17:30,000,00,,0900 m,,15,14,1017,,,FG,,,,,,
202512081800 METAR VEPT 081800Z 22003KT 0900 R25/1500 R07/1300 FG NSC 15/13 Q1017 NOSIG=,VEPT,08-12-2025 18:00,220,03,,0900 m,,15,13,1017,,,FG,,,,,,
202512081830 METAR VEPT 081830Z 00000KT 0800 R25/1400 R07/0900 FG NSC 15/14 Q1016 NOSIG=,VEPT,08-12-2025 18:30,000,00,,0800 m,,15,14,1016,,,FG,,,,,,
202512081900 METAR VEPT 081900Z 00000KT 0800 R25/0800 R07/0800 FG NSC 14/13 Q1016 NOSIG=,VEPT,08-12-2025 19:00,000,00,,0800 m,,14,13,1016,,,FG,,,,,,
202512081930 METAR VEPT 081930Z 00000KT 0700 R25/0800 R07/0800 FG NSC 14/13 Q1016 NOSIG=,VEPT,08-12-2025 19:30,000,00,,0700 m,,14,13,1016,,,FG,,,,,,
202512082000 METAR VEPT 082000Z 00000KT 0700 R25/0800 R07/1200 FG NSC 14/13 Q1016 NOSIG=,VEPT,08-12-2025 20:00,000,00,,0700 m,,14,13,1016,,,FG,,,,,,
202512082030 METAR VEPT 082030Z 00000KT 0700 R25/0800 R07/1200 FG NSC 14/13 Q1016 NOSIG=,VEPT,08-12-2025 20:30,000,00,,0700 m,,14,13,1016,,,FG,,,,,,
202512082100 METAR VEPT 082100Z 00000KT 0700 R25/1100 R07/1200 FG NSC 13/12 Q1015 NOSIG=,VEPT,08-12-2025 21:00,000,00,,0700 m,,13,12,1015,,,FG,,,,,,
202512082130 METAR VEPT 082130Z 00000KT 0700 R25/1000 R07/1200 FG NSC 13/12 Q1015 NOSIG=,VEPT,08-12-2025 21:30,000,00,,0700 m,,13,12,1015,,,FG,,,,,,
202512082200 METAR VEPT 082200Z 00000KT 0700 R25/1200 R07/0900 FG NSC 12/12 Q1015 NOSIG=,VEPT,08-12-2025 22:00,000,00,,0700 m,,12,12,1015,,,FG,,,,,,
202512082230 METAR VEPT 082230Z 00000KT 0700 R25/1300 R07/1300 FG NSC 14/13 Q1015 NOSIG=,VEPT,08-12-2025 22:30,000,00,,0700 m,,14,13,1015,,,FG,,,,,,
202512082300 METAR VEPT 082300Z 00000KT 0700 R25/1200 R07/1000 FG NSC 14/13 Q1015 NOSIG=,VEPT,08-12-2025 23:00,000,00,,0700 m,,14,13,1015,,,FG,,,,,,
202512082330 METAR VEPT 082330Z 00000KT 0700 R25/1600 R07/0800 FG NSC 13/12 Q1016 NOSIG=,VEPT,08-12-2025 23:30,000,00,,0700 m,,13,12,1016,,,FG,,,,,,
202512090000 METAR VEPT 090000Z 00000KT 0700 R25/1600 R07/1200 FG NSC 14/13 Q1016 NOSIG=,VEPT,09-12-2025 00:00,000,00,,0700 m,,14,13,1016,,,FG,,,,,,
202512090030 METAR VEPT 090030Z 27003KT 0700 R25/1800 R07/1200 FG NSC 14/12 Q1016 NOSIG=,VEPT,09-12-2025 00:30,270,03,,0700 m,,14,12,1016,,,FG,,,,,,
202512090100 METAR VEPT 090100Z 00000KT 0650 R25/1500 R07/1100 FG NSC 13/12 Q1017 BECMG 0600 FG=,VEPT,09-12-2025 01:00,000,00,,0650 m,,13,12,1017,,,FG,,,FG,,,
202512090130 METAR VEPT 090130Z 00000KT 0400 R25/0800 R07/1000 FG NSC 12/11 Q1017 NOSIG=,VEPT,09-12-2025 01:30,000,00,,0400 m,,12,11,1017,,,FG,,,,,,
202512090200 METAR VEPT 090200Z 19003KT 0500 R25/1600 R07/1100 FG NSC 13/12 Q1017 BECMG 600 FG=,VEPT,09-12-2025 02:00,190,03,,0500 m,,13,12,1017,,,FG,,,FG,,,
202512090230 METAR VEPT 090230Z 22003KT 0500 R25/1800 R07/1000 FG NSC 14/12 Q1018 NOSIG=,VEPT,09-12-2025 02:30,220,03,,0500 m,,14,12,1018,,,FG,,,,,,
202512090300 METAR VEPT 090300Z 21003KT 0600 R25/2000 R07/1000 FG NSC 15/12 Q1018 NOSIG=,VEPT,09-12-2025 03:00,210,03,,0600 m,,15,12,1018,,,FG,,,,,,
202512090330 METAR VEPT 090330Z 20003KT 0700 R25/2000 R07/1100 FG NSC 16/12 Q1019 BECMG 0800 FG=,VEPT,09-12-2025 03:30,200,03,,0700 m,,16,12,1019,,,FG,,,FG,,,
202512090400 METAR VEPT 090400Z 22003KT 0800 R25/2000 R07/1200 FG NSC 17/13 Q1019 NOSIG=,VEPT,09-12-2025 04:00,220,03,,0800 m,,17,13,1019,,,FG,,,,,,
202512090430 METAR VEPT 090430Z 25003KT 0900 R25/2000 R07/1200 FG NSC 18/14 Q1019 NOSIG=,VEPT,09-12-2025 04:30,250,03,,0900 m,,18,14,1019,,,FG,,,,,,
202512090500 METAR VEPT 090500Z 20004KT 1000 R25/2000 R07/1300 MIFG NSC 19/14 Q1018 NOSIG=,VEPT,09-12-2025 05:00,200,04,,1000 m,,19,14,1018,,MI,FG,,,,,,
202512090530 METAR VEPT 090530Z 21005KT 1100 R25/2000 R07/1400 MIFG NSC 20/14 Q1018 NOSIG=,VEPT,09-12-2025 05:30,210,05,,1100 m,,20,14,1018,,MI,FG,,,,,,
202512090600 METAR VEPT 090600Z 20005KT 1200 R25/2000 R07/1500 MIFG NSC 21/14 Q1017 NOSIG=,VEPT,09-12-2025 06:00,200,05,,1200 m,,21,14,1017,,MI,FG,,,,,,
202512090630 METAR VEPT 090630Z 21004KT 1200 R25/2000 R07/1600 MIFG NSC 22/14 Q1016 NOSIG=,VEPT,09-12-2025 06:30,210,04,,1200 m,,22,14,1016,,MI,FG,,,,,,
202512090700 METAR VEPT 090700Z 23005KT 1300 R25/2000 R07/1600 FU NSC 23/14 Q1016 NOSIG=,VEPT,09-12-2025 07:00,230,05,,1300 m,,23,14,1016,,,FU,,,,,,
202512090730 METAR VEPT 090730Z 23005KT 1300 R25/2000 R07/1700 FU NSC 24/15 Q1015 NOSIG=,VEPT,09-12-2025 07:30,230,05,,1300 m,,24,15,1015,,,FU,,,,,,
202512090800 METAR VEPT 090800Z 25006KT 1400 R25/2000 R07/1700 FU NSC 24/15 Q1015 BECMG 1500 FU=,VEPT,09-12-2025 08:00,250,06,,1400 m,,24,15,1015,,,FU,,,FU,,,
202512090830 METAR VEPT 090830Z 29005KT 1400 R25/2000 R07/1900 FU NSC 24/14 Q1015 NOSIG=,VEPT,09-12-2025 08:30,290,05,,1400 m,,24,14,1015,,,FU,,,,,,
202512090900 METAR VEPT 090900Z 27006KT 1400 R25/2000 R07/1900 FU NSC 24/14 Q1015 NOSIG=,VEPT,09-12-2025 09:00,270,06,,1400 m,,24,14,1015,,,FU,,,,,,
202512090930 METAR VEPT 090930Z 26006KT 1400 R25/2000 R07/1800 FU NSC 24/15 Q1014 NOSIG=,VEPT,09-12-2025 09:30,260,06,,1400 m,,24,15,1014,,,FU,,,,,,
202512091000 METAR VEPT 091000Z 27005KT 1300 R25/2000 R07/1900 FU NSC 24/15 Q1014 NOSIG=,VEPT,09-12-2025 10:00,270,05,,1300 m,,24,15,1014,,,FU,,,,,,
202512091030 METAR VEPT 091030Z 27005KT 1400 R25/2000 R07/1900 HZ NSC 23/16 Q1014 BECMG 1500 HZ=,VEPT,09-12-2025 10:30,270,05,,1400 m,,23,16,1014,,,HZ,,,HZ,,,
202512091100 METAR VEPT 091100Z 27004KT 1500 R25/2000 R07/1900 HZ NSC 23/16 Q1015 NOSIG=,VEPT,09-12-2025 11:00,270,04,,1500 m,,23,16,1015,,,HZ,,,,,,
202512091130 METAR VEPT 091130Z 00000KT 1600 HZ NSC 20/16 Q1015 NOSIG=,VEPT,09-12-2025 11:30,000,00,,1600 m,,20,16,1015,,,HZ,,,,,,
202512091200 METAR VEPT 091200Z 00000KT 1600 HZ NSC 19/16 Q1015 BECMG 1500 BR=,VEPT,09-12-2025 12:00,000,00,,1600 m,,19,16,1015,,,HZ,,,BR,,,
202512091230 METAR VEPT 091230Z 00000KT 1500 R25/2000 R07/1900 BR NSC 18/16 Q1015 NOSIG=,VEPT,09-12-2025 12:30,000,00,,1500 m,,18,16,1015,,,BR,,,,,,
202512091300 METAR VEPT 091300Z 00000KT 1500 R25/2000 R07/1700 BR NSC 18/16 Q1016 NOSIG=,VEPT,09-12-2025 13:00,000,00,,1500 m,,18,16,1016,,,BR,,,,,,
202512091330 METAR VEPT 091330Z 00000KT 1400 R25/2000 R07/1600 BR NSC 17/15 Q1016 NOSIG=,VEPT,09-12-2025 13:30,000,00,,1400 m,,17,15,1016,,,BR,,,,,,
202512091400 METAR VEPT 091400Z 00000KT 1200 R25/2000 R07/1400 MIFG NSC 17/15 Q1016 NOSIG=,VEPT,09-12-2025 14:00,000,00,,1200 m,,17,15,1016,,MI,FG,,,,,,
202512091430 METAR VEPT 091430Z 00000KT 1000 R25/2000 R07/1300 MIFG NSC 17/15 Q1016 NOSIG=,VEPT,09-12-2025 14:30,000,00,,1000 m,,17,15,1016,,MI,FG,,,,,,
202512091500 METAR VEPT 091500Z 00000KT 1000 R25/1700 R07/1300 MIFG NSC 16/15 Q1017 NOSIG=,VEPT,09-12-2025 15:00,000,00,,1000 m,,16,15,1017,,MI,FG,,,,,,
202512091530 METAR VEPT 091530Z 00000KT 1000 R25/1800 R07/1100 MIFG NSC 19/15 Q101 7 BECMG 800 FG=,VEPT,09-12-2025 15:30,000,00,,1000 m,,19,15,,,MI,FG,,,FG,,,
202512091600 METAR VEPT 091600Z 00000KT 1000 R25/1400 R07/1000 MIFG NSC 16/15 Q1017 NOSIG=,VEPT,09-12-2025 16:00,000,00,,1000 m,,16,15,1017,,MI,FG,,,,,,
202512091630 METAR VEPT 091630Z 00000KT 0800 R25/1400 R07/1100 FG NSC 16/15 Q1017 NOSIG=,VEPT,09-12-2025 16:30,000,00,,0800 m,,16,15,1017,,,FG,,,,,,
202512091700 METAR VEPT 091700Z 00000KT 0500 R25/0800 R07/0700 FG NSC 15/14 Q1017 NOSIG=,VEPT,09-12-2025 17:00,000,00,,0500 m,,15,14,1017,,,FG,,,,,,
